Probe Name,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29
HLA-C,23.3,46.08,20,23.47,62.14,97.74,86.16,54.86,69.65,50.89,20,20,20,20,20,20,20,51.67,32.04,28.14,20,20,26.91,40.31,20,22.2,21.51,20,20
HLA-DMA,137.02,150.52,143.27,93.87,292.34,197.56,125.65,141.45,183.61,201.23,108.74,119.01,167.15,60.95,86.04,111.36,100.19,107.02,143.17,173.32,73.26,20,245.73,263.2,82.67,331.23,269.25,235.66,196.23
HLA-DMB,49.4,73.72,20,28.8,39.39,68.63,43.08,27.43,72.81,82.11,30.27,35.45,56.45,24.38,33.42,20,57.25,20,51.06,73.55,34.51,20,106.93,136.34,35.59,71.71,86.88,91.97,62.1
HLA-DOB,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21.34,20,63.23,20
HLA-DPA1,370.04,377.83,372.18,241.09,238.07,212.12,102.32,140.37,163.04,193.13,114.35,145.59,203.68,70.09,367.67,431.77,427.81,310.92,316.38,447.7,214.32,665.58,1030.37,1184.41,412.18,791.36,1019.37,635.14,661.55
HLA-DPB1,168.71,158.2,118.57,102.41,350.11,178.85,70.01,252.78,169.37,179.26,121.07,91.15,119.55,67.04,95.32,82.06,93.83,198.36,138.17,166.93,95.05,20,281.14,244.23,111.37,421.72,462.8,304.64,365.14
HLA-DQA1,65.25,20,20,52.27,110.28,81.11,48.47,53.24,20,20,163.67,106.35,150.55,103.01,155.98,115.27,155.86,263.87,224.27,225.77,154.99,332.79,379.57,363.98,196.33,407.2,487.75,264.4,289.79
HLA-DQB1,54.99,56.83,44.46,45.87,101.53,62.39,37.7,59.16,49.07,46.26,80.72,68.37,109.59,83.5,82.94,62.52,82.7,109.79,84.1,111.29,72.65,20,133.84,165.98,67.74,161.35,209.04,143.7,129.16
HLA-DRA,1705.75,1879.95,1371.81,977.15,1757.53,2243.91,963.94,1347.78,2179.64,2380.06,955.14,1014.1,1427.98,674.11,1025.03,1072.58,1221.41,1064.69,1334.59,1735.16,894.82,1437.05,2750.48,3350.48,1066.61,4813.04,5145.02,3526.32,3347.5
HLA-DRB1,452.07,548.32,408.41,279.49,1121.21,806.89,384.14,673.35,563.51,909,366.59,400.07,595.54,268.18,264.92,244.21,326.03,405.95,409.49,574.98,271.23,423.55,698.24,880.89,332.96,1707.36,1732.5,1094.97,1087.13
HMGB1,8991.06,5177.55,3809.11,3346.41,6359.67,5016.04,4643.78,13205.11,11407.87,5218.1,10646.68,7169.59,4883.9,4571.86,10768.38,9463.73,5402.53,5702.63,8113.69,3703.13,5014.75,4500.25,4115.1,2777.84,3242.32,23514.56,19160.7,13651.19,11389.61
HMGB2,73.64,72.19,72.46,84.27,82.27,72.79,156.17,101.65,72.81,157.28,69.51,43.05,55.35,87.16,38.38,39.07,89.06,107.94,41.05,52.44,64.78,20,57.36,65.21,58.55,116.1,103.23,77.6,206.99
HMGN1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
HRAS,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25.61,34.41,20,33.12
HSD11B1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
HSH2D,20,55.29,41.17,20,49.89,168.45,102.32,30.12,144.04,82.11,20,32.92,32.1,20,22.28,80.1,60.43,29.52,62.07,37.1,20,20,46.03,56.91,32.15,75.98,65.38,109.21,44.71
HSPB1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,69.98,20,20,20,20,20,20,20,20,461.84,218.5,218.42,62.1
HSPB2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.36
ICAM1,20.51,20,20,21.34,20,20,35.9,24.2,20,42.79,57.17,29.12,34.32,42.06,29.71,20,36.58,25.83,31.04,20,20,20,20,20,20,64.88,81.72,120.71,63.75
ICAM2,148.2,170.49,136.69,114.14,134.79,199.64,156.17,123.16,128.21,93.68,130.04,112.68,121.77,148.72,109.56,113.31,97.01,110.71,118.14,108.09,121.09,20,105.52,115,120.55,245.86,345.81,316.13,288.14
ICAM3,74.57,67.58,60.93,49.07,79.65,139.33,156.17,76.37,75.98,116.81,41.48,20,27.67,27.43,34.04,46.89,82.7,51.67,61.07,63.96,21.8,20,33.99,50.98,31,143.42,61.94,106.34,105.98
ICAM4,40.08,20,20,22.4,90.15,20,20,108.1,31.66,20,152.46,111.41,77.49,90.82,160.93,158.25,90.65,187.29,123.15,33.26,44.8,20,84.98,71.14,58.55,240.74,297.64,224.17,216.93
ICAM5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
ICOS,23.3,20,20,26.67,33.26,20,20,29.58,20,20,20,20,28.78,21.94,22.9,20,20,44.29,24.03,27.5,24.82,20,21.95,29.64,36.74,39.27,46.45,68.97,68.72
ICOSLG,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IDO1,220.91,1016.77,905.76,183.48,617.94,1975.64,2635.12,178.56,913.33,1282.55,140.13,201.3,267.88,52.42,173.93,732.64,893.79,141.16,724.87,328.74,46.62,151.27,565.82,942.54,125.15,1630.52,1050.34,1787.59,547.29
IDO2,41.01,89.08,85.64,22.4,208.31,203.8,561.85,43.56,117.13,97.15,20,20,20,20,27.85,64.47,62.02,37.83,73.09,41.57,20,20,20,24.9,20,42.68,20,20,20
IFI16,343.95,1078.21,800.36,264.56,430.63,2431.07,1744.78,257.08,1413.52,973.77,248.87,379.81,376.37,237.7,208.6,838.14,526.42,250.03,720.86,528.93,212.5,242.03,541.03,688.83,256.03,1047.46,1303.24,965.64,851.16
IFI35,20,76.8,54.35,20,20,128.94,95.14,20,88.64,86.74,20,27.85,27.67,20,20,64.47,41.35,20,52.06,23.02,20,20,34.7,56.91,20,41.83,81.72,86.22,38.09
IFI44,32.62,1033.67,979.86,59.74,82.27,2649.43,1495.27,84.98,1869.39,1252.48,20,198.77,156.08,20,94.7,1271.86,750.66,20,594.71,211.06,20,20,524.74,557.23,31,1353.08,989.26,1005.88,187.12
IFIH1,37.28,556,340.89,46.94,86.65,900.48,418.25,47.87,715.47,444.09,33.63,145.59,154.97,38.4,44.57,654.49,337.16,48.9,442.53,185.48,35.72,20,205.37,246.6,45.93,464.4,529.04,600.65,219.41
IFIT1,79.23,3409.72,1496.97,83.21,102.41,7388.89,2651.28,181.25,4940.19,2733.95,99.77,554.53,522.48,95.69,289.68,5101.11,1622.19,111.64,2356.82,597.36,92.63,20,987.17,853.63,66.59,1371.01,1828.84,3284.91,441.31
IFIT2,54.99,1976.72,1030.91,62.94,136.54,5072.19,2159.44,66.15,3028.06,1548.55,39.24,240.55,143.9,31.08,80.47,1813.03,531.19,51.67,1529.83,236,36.33,20,468.8,390.06,49.37,895.51,787.97,1405.35,195.4
IFIT3,77.36,2451.31,1343.81,87.47,162.8,4968.21,3250.82,135.53,3414.29,1959.1,50.45,403.87,313.27,29.87,158.46,3704.22,1666.72,71.96,1795.15,360.08,49.04,151.27,784.64,802.64,89.55,2081.27,1583.68,2813.58,491.82
IFITM1,824.91,2150.27,2002.54,574.98,2042.87,4094.77,5544.89,1086.94,2478.8,2988.38,491.02,941.93,991.84,594.87,601.03,1496.53,2377.62,1115.43,1597.91,1314.96,530.35,438.68,1007.71,2075.97,520.1,4756.69,4425.87,4466.09,2443.35
IFNA1/13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IFNA2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IFNA4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IFNAR1,30.76,20,20,20,39.39,20,68.21,38.19,45.9,34.69,25.78,20,20,20,35.28,20,38.17,20,29.03,30.7,21.8,20,24.08,42.68,29.85,70.86,48.17,66.1,51.33
IFNAR2,46.61,78.33,54.35,42.67,59.52,79.03,226.18,37.65,58.57,89.05,38.12,20,26.57,29.87,37.14,42.98,82.7,31.37,45.05,56.28,33.9,20,43.2,75.88,26.41,95.61,59.36,57.48,57.13
IFNB1,20,20,20,20,20,20,39.49,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IFNG,23.3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,27.32,25.81,20,33.95
IFNGR1,149.14,125.94,70.81,77.87,232.82,374.33,321.31,176.94,208.94,231.3,100.9,31.65,35.42,26.82,107.7,76.19,168.58,131.93,77.09,156.7,41.17,20,77.9,243.05,78.07,871.61,190.11,204.05,250.05
IFNGR2,83.89,124.41,67.52,60.81,243.32,232.92,281.82,155.97,120.3,142.25,78.47,51.91,55.35,40.84,92.85,91.82,162.22,135.62,98.12,119.6,36.33,20,108.35,239.49,60.85,339.76,141.08,181.06,168.91
IGF2R,195.74,347.12,326.07,167.48,553.17,675.88,1152.42,218.36,246.93,350.42,183.85,69.63,146.12,82.89,166.51,197.32,376.92,352.44,310.37,310.19,91.42,151.27,118.26,232.38,93,969.78,292.48,477.07,438.83
IKBKAP,50.33,36.86,20,23.47,43.76,20,20,34.96,44.32,26.6,32.51,20,34.32,39.01,37.14,20,33.4,36.9,30.04,28.14,27.85,20,24.08,24.9,20,79.39,103.23,178.18,103.5
IKBKB,44.74,20,44.46,41.6,47.26,20,20,42.49,20,26.6,44.84,20,37.64,35.96,42.09,20,20,23.99,20,35.82,23.01,20,29.74,45.05,42.48,124.64,106.67,71.85,71.21
IKBKE,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21.95,20,20,25.61,34.41,57.48,32.29
IKBKG,20,20,20,20,28.88,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45.24,20.65,20,20
IKZF1,163.12,164.34,174.56,128.01,141.79,160.13,190.27,106.49,132.96,112.18,123.32,119.01,163.83,141.4,110.18,85.96,117.69,110.71,139.17,138.79,125.32,151.27,148.71,163.61,134.33,403.79,452.48,293.14,379.21
IKZF2,64.32,43.01,49.4,41.6,23.63,20,20,22.05,20,20,28.03,20,26.57,26.21,34.66,20,33.4,20,20,23.66,24.82,20,29.03,37.94,27.56,30.73,51.61,20,52.16
IKZF3,121.17,122.87,163.04,102.41,170.68,54.07,96.93,129.61,69.65,52.04,84.08,101.28,121.77,127.99,86.66,58.61,55.66,114.4,92.11,115.12,148.93,20,95.6,86.55,146.96,154.52,275.27,178.18,263.3
IL10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL10RA,156.59,179.7,181.15,114.14,185.56,201.72,188.48,151.67,188.36,245.18,123.32,165.85,139.48,112.15,98.42,148.48,144.72,151.31,136.16,170.77,108.98,204.21,228.03,201.55,109.07,350.01,340.65,244.28,287.31
IL10RB,102.53,142.84,139.98,108.81,243.32,185.09,308.75,134.99,147.21,179.26,87.44,74.7,71.95,65.22,92.23,99.64,194.03,139.31,111.13,134.95,76.89,20,97.73,190.88,97.59,256.96,141.08,135.07,172.22
IL11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL11RA,55.93,36.86,20,35.2,59.52,54.07,37.7,50.56,20,20,43.72,37.98,50.92,43.27,43.33,46.89,42.94,40.59,38.05,41.57,51.46,20,26.91,29.64,27.56,59.76,66.24,83.34,67.89
IL12A,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL12B,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL12RB1,37.28,67.58,60.93,32,20,60.31,70.01,20,44.32,47.42,20,20,25.46,21.33,20,20,39.76,20,36.04,42.21,21.19,20,37.53,48.61,29.85,62.32,84.3,68.97,73.69
IL12RB2,38.22,20,39.52,32,43.76,20,20,29.58,31.66,20,20,20,32.1,24.99,32.81,20,20,23.07,20,29.42,23.01,20,23.37,34.38,32.15,35,56.77,20,57.13
IL13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL13RA1,73.64,89.08,108.69,46.94,91.03,139.33,319.52,62.39,90.22,183.88,39.24,25.32,44.28,20,64.99,76.19,117.69,59.97,75.09,67.16,20,20,67.98,105.52,45.93,160.49,62.8,155.19,77
IL15,38.22,44.54,34.58,20,39.39,70.71,53.85,20.97,20,26.6,20,31.65,30.99,20,20,20,47.71,35.06,20,44.13,20.58,20,43.2,71.14,20,78.54,80,66.1,57.96
IL16,153.8,105.98,151.51,149.35,203.94,183.01,315.93,148.44,110.8,91.36,103.14,74.7,76.38,96.91,105.23,78.15,122.46,154.08,101.12,146.46,118.66,20,96.31,139.9,96.44,253.54,147.96,91.97,179.67
IL17A,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL17B,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL17F,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL17RA,84.82,87.55,113.63,80.01,165.43,160.13,335.67,133.38,158.29,131.84,75.11,34.18,70.85,29.26,88.51,113.31,174.94,110.71,87.1,114.48,35.72,20,97.73,137.53,53.96,321.84,139.36,114.96,120.88
IL18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,32.69,20,30.64
IL18R1,20,20,20,20,20,20,20,20,20,39.32,20,20,20,20,20,20,20,20,20,20,20,20,20,28.45,20,26.46,21.51,20,25.67
IL18RAP,21.44,82.94,39.52,21.34,100.66,116.46,202.84,22.59,49.07,111.02,33.63,20,20,20,20,48.84,84.29,26.76,27.03,56.28,20,20,24.08,94.85,20,57.2,20,20,24.01
IL19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL1A,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL1B,42.88,58.36,20,20,154.92,183.01,107.7,61.85,82.31,45.1,32.51,20,24.35,20,26.62,64.47,90.65,46.13,46.06,28.14,20,20,21.24,67.58,22.96,98.17,63.66,97.71,31.46
IL1R1,68.04,38.4,41.17,34.14,132.16,99.82,154.37,67.77,63.32,98.3,85.2,20,20,20,64.99,20,87.47,84.88,22.03,49.25,20,20,27.62,96.03,33.3,259.52,47.31,60.35,38.09
IL1R2,140.75,78.33,90.58,133.34,299.34,230.84,656.99,111.33,37.99,334.23,58.29,20,20,20,68.09,42.98,119.28,78.42,20,27.5,20,20,20,27.27,26.41,440.5,30.97,20,54.65
IL1RAP,90.41,93.69,118.57,57.6,270.46,334.82,578,128,170.95,223.2,103.14,35.45,53.13,25.6,128.13,109.41,219.47,88.57,68.08,183.56,30.27,20,48.15,305.88,67.74,311.59,92.9,109.21,81.14
IL1RL1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL1RL2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL1RN,20,59.9,20,20,77.9,153.89,77.19,50.56,64.9,55.51,20,20,20,20,20,76.19,41.35,61.81,60.07,37.73,20,20,34.7,47.42,20,112.69,35.27,74.72,20
IL2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL21,20,20,20,20,66.52,20,20,52.17,20,20,20,20,20,20,20,20,20,52.59,20,20,20,20,20,20,20,20,20,20,20
IL21R,31.69,20,32.94,24.54,28.88,20,20,20,20,20,29.15,20,29.89,20.11,23.52,20,20,44.29,22.03,35.82,24.82,20,20.54,34.38,20,29.88,59.36,20,40.57
IL22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL22RA2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL23A,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL23R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL26,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL28A,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL28B,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,32.44,24.95,20,20
IL29,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,32.44,38.71,20,22.36
IL2RA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL2RB,69.91,50.69,79.05,60.81,62.14,43.67,20,50.56,58.57,38.16,67.26,45.58,79.7,104.83,62.52,20,42.94,65.51,37.04,81.87,92.63,20,58.07,67.58,89.55,86.22,135.06,68.97,187.95
IL2RG,164.05,113.66,156.45,140.81,210.94,120.62,95.14,136.07,115.55,86.74,123.32,120.27,147.23,151.16,112.65,64.47,76.34,172.53,107.13,141.35,131.98,20,97.73,78.25,96.44,145.98,290.76,192.55,301.38
IL3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL33,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL4,20,20,20,20,20,20,20,20,20,26.6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL4R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.36
IL5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL5RA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
IL6R,100.67,73.72,72.46,64.01,484.9,135.18,299.77,243.09,101.3,69.39,84.08,45.58,46.49,32.3,76.13,64.47,71.57,179.91,74.09,74.83,29.06,20,63.73,66.39,62,236.47,74.84,89.09,98.53
IL6ST,74.57,53.76,42.82,45.87,72.65,49.91,52.06,64,52.24,50.89,52.69,37.98,59.78,48.76,63.75,20,82.7,71.04,55.07,53.72,44.8,20,38.24,41.5,31,88.78,79.14,68.97,72.03
IL7,39.15,39.93,37.88,37.34,25.38,20,20,36.03,37.99,28.91,20,20,38.74,21.33,20,20,20,20,20,20,20,20,24.79,23.71,29.85,52.93,81.72,80.47,63.75
IL7R,425.97,265.71,293.14,182.42,367.61,289.07,233.36,358.19,254.84,117.96,345.29,248.14,359.76,357.78,400.48,164.11,201.98,389.34,210.25,315.95,290,294.97,233.69,193.25,202.07,553.18,910.12,517.31,646.65
IL8,123.04,142.84,143.27,133.34,325.6,307.78,513.38,389.38,204.19,485.73,124.44,20,57.56,34.74,172.7,111.36,321.26,238.95,107.13,220.01,38.75,20,63.73,165.98,119.41,7019.79,108.39,218.42,468.63
IL9,58.72,58.36,64.23,38.4,29.76,91.5,59.24,20,47.49,33.54,38.12,20,32.1,28.04,34.04,72.29,73.16,22.14,68.08,47.97,22.4,20,63.03,88.92,24.11,20,20,20,20
ILF3,68.98,66.04,113.63,90.67,129.54,95.66,71.8,80.14,45.9,83.27,58.29,56.97,86.34,72.53,65.61,20,33.4,76.58,59.07,78.67,77.49,20,66.57,67.58,58.55,113.54,150.54,114.96,162.28
IRAK1,48.47,39.93,34.58,43.74,56.02,43.67,50.26,45.71,45.9,50.89,31.39,20,45.39,35.35,20.43,20,39.76,34.14,30.04,49.89,35.11,20,49.57,53.35,35.59,66.59,74.84,57.48,65.41
IRAK2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,42.68,43.01,20,32.29
IRAK3,156.59,133.62,222.32,134.41,589.05,517.83,1172.16,136.07,207.36,460.28,109.86,43.05,55.35,40.84,66.85,41.03,195.62,94.11,53.06,134.31,39.96,20,102.68,224.08,71.18,300.49,79.14,103.46,167.25
IRAK4,54.99,52.22,52.7,35.2,51.64,60.31,61.03,41.95,44.32,58.98,38.12,31.65,47.6,38.4,35.28,20,54.07,33.21,31.04,37.73,29.06,20,36.12,50.98,27.56,97.32,89.46,80.47,82.8
IRF1,204.13,479.2,449.58,186.68,556.67,740.34,1111.13,289.89,489.11,533.14,147.98,154.46,216.96,110.32,128.75,398.55,542.32,271.25,430.51,250.07,110.19,158.83,293.18,463.57,140.07,669.28,529.04,899.54,357.68
IRF3,118.38,121.34,125.16,97.07,142.67,131.02,102.32,103.8,85.48,120.28,85.2,115.21,120.66,118.24,91.61,56.66,93.83,116.25,73.09,106.81,107.77,20,104.81,112.63,105.63,249.27,299.36,178.18,330.36
IRF4,27.96,20,20,56.54,35.89,45.75,37.7,32.27,20,40.48,20,20,20,83.5,25.38,20,20,32.29,24.03,50.53,67.81,20,26.91,45.05,68.89,81.95,54.19,94.84,98.53
IRF5,34.49,69.12,32.94,20,23.63,87.34,70.01,27.97,69.65,62.45,20,34.18,20,20,20,56.66,47.71,20,57.07,35.18,20,20,49.57,39.12,22.96,79.39,73.12,71.85,48.85
IRF7,37.28,182.77,153.16,20,230.19,295.31,290.8,93.04,161.45,163.07,20,65.83,57.56,20,29.09,148.48,98.6,95.03,131.16,44.77,20,20,88.52,115,20,128.91,120.43,232.79,43.88
IRF8,30.76,20,20,20,36.76,20,20,40.34,20,33.54,22.42,20,20,20,22.28,20,20,37.83,25.03,20,21.19,20,24.79,20,20,100.73,86.88,57.48,33.12
IRGC,20,20,20,20,20,20,61.03,20,20,52.04,20,20,20,20,20,20,31.81,20,20,20,20,20,20,26.08,20,28.17,20,20,20
IRGM,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
ISG20,53.13,204.28,194.33,89.61,72.65,461.68,296.18,44.64,246.93,250.96,36.99,127.87,110.7,83.5,34.66,289.15,114.51,40.59,201.24,86.34,71.44,20,135.97,104.33,59.7,140.86,292.48,359.24,189.61
ITGA2B,122.11,96.76,100.46,93.87,247.7,322.34,190.27,220.51,144.04,111.02,218.61,182.31,204.79,173.71,149.17,164.11,82.7,239.88,175.21,157.97,103.53,151.27,155.79,84.18,142.37,389.28,449.04,396.6,500.1
ITGA4,378.43,314.86,293.14,232.55,268.71,311.94,96.93,278.05,310.25,163.07,257.84,248.14,283.38,337.66,230.88,171.93,163.81,264.79,200.24,331.3,293.03,279.85,373.91,377.02,261.77,817.82,904.96,661.01,931.47
ITGA5,151,156.66,125.16,89.61,411.37,289.07,278.23,301.72,104.47,91.36,140.13,63.3,75.27,63.39,128.75,101.59,89.06,239.88,115.14,127.28,53.88,20,101.27,162.43,94.15,508.79,165.16,135.07,160.63
ITGA6,20.51,20,20,20,31.51,20,20,26.89,20,20,26.91,32.92,20,21.33,30.33,20,20,48.9,39.05,28.14,30.27,20,20,20,22.96,32.44,49.03,60.35,42.23
ITGAE,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
ITGAL,146.34,172.02,149.86,123.74,116.41,128.94,157.96,143.06,129.8,89.05,54.93,72.16,127.3,86.55,62.52,56.66,81.11,111.64,111.13,134.95,113.82,20,152.25,141.09,101.04,268.91,461.94,298.89,423.92
ITGAM,58.72,119.8,118.57,69.34,100.66,295.31,346.44,68.84,139.29,327.29,71.75,51.91,78.59,34.13,48.9,115.27,221.06,78.42,121.14,166.93,45.41,20,99.14,144.64,58.55,209.15,104.95,112.08,118.4
ITGAX,58.72,56.83,59.29,44.8,158.42,83.18,57.44,82.29,56.98,37.01,23.54,20,29.89,20,32.19,20,20,85.8,44.05,68.43,22.4,20,46.03,56.91,20,257.81,105.81,60.35,96.05
ITGB1,214.38,187.38,148.21,124.81,191.68,280.75,157.96,191.46,193.11,79.8,233.18,189.91,168.26,218.2,173.31,123.08,111.33,240.8,186.22,170.77,176.18,20,151.55,98.4,129.74,449.03,511.84,327.63,420.61
ITGB2,139.82,158.2,158.1,115.21,217.94,183.01,154.37,149.51,99.72,205.86,88.56,79.76,140.58,81.67,90.99,52.75,90.65,148.54,87.1,123.44,87.79,20,136.67,177.84,106.78,219.4,205.59,169.56,257.5
ITLN1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,34.41,60.35,22.36
ITLN2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,38.17,20,20,20,20,20,20,20,20,20,20,20,20
JAK1,178.03,170.49,148.21,147.21,188.18,176.77,213.61,198.46,131.38,154.97,124.44,93.69,160.51,136.53,139.89,97.69,124.05,201.13,124.15,140.71,150.15,151.27,140.92,138.71,104.48,462.69,418.93,264.4,318.77
JAK2,96.01,250.35,181.15,66.14,170.68,305.7,464.92,154.35,351.4,241.71,127.8,162.05,151.65,110.93,102.75,185.6,208.34,107.02,204.24,97.85,79.31,20,206.78,170.73,65.44,427.69,417.21,370.74,237.63
JAK3,58.72,67.58,88.93,46.94,87.53,87.34,44.88,64,36.41,57.82,49.33,48.11,58.67,46.93,42.09,20,47.71,47.05,35.04,39.01,56.3,20,39.66,62.84,40.18,67.44,99.79,123.58,82.8
JUN,20,20,20,20,29.76,20,20,24.2,20,20,20,20,20,20,20,20,20,23.07,20,20,20,20,20,20,20,52.07,32.69,20,33.95
KCNJ2,109.99,208.88,279.96,102.41,149.67,305.7,741.35,88.74,121.88,165.38,89.68,27.85,49.81,23.77,58.8,136.76,209.93,101.49,118.14,97.22,25.43,20,65.86,206.29,62,272.32,83.44,209.8,125.85
KEAP1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21.53
KIR2DL4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.37,20,20
KIR3DL1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
KIR3DL2,26.1,36.86,20,37.34,49.01,20,20,20,34.82,47.42,20,20,20,22.55,20,20,20,20,20,20,20,20,20,37.94,29.85,20.49,20,20,24.84
KIR3DL3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
